datetime,rainfall_1h_mm,rainfall_6h_mm,rainfall_24h_mm,rainfall_3day_mm,temperature_c,humidity_percent,pressure_hpa,wind_speed_kmh,cloud_cover_percent,flood
2018-04-07 03:00:00,3.42,5.5,153.83,283.63,25.11,99.1,1002.5,8.08,100.0,1
2018-04-07 04:00:00,6.61,20.8,64.71,89.13,21.74,56.11,1017.54,17.87,41.93,0
2018-04-07 05:00:00,4.11,27.77,88.12,192.06,43.25,63.23,1005.22,5.65,100.0,1
2018-04-07 06:00:00,26.35,39.98,83.17,123.24,28.58,77.09,1010.66,8.81,87.36,1
2018-04-07 07:00:00,3.16,15.18,46.22,155.62,33.81,36.14,1008.03,6.04,39.38,0
2018-04-07 08:00:00,1.92,12.86,58.88,147.79,27.6,83.76,1012.84,1.6,79.43,0
2018-04-07 09:00:00,10.03,16.5,47.11,137.75,35.22,75.51,1016.08,6.98,25.1,0
2018-04-07 10:00:00,3.62,30.61,65.6,158.54,32.05,59.19,1009.82,3.53,38.16,1
2018-04-07 11:00:00,4.34,13.98,46.77,114.33,26.48,74.97,1015.12,6.3,38.45,0
2018-04-07 12:00:00,3.97,18.92,52.05,141.23,33.34,64.28,1014.04,5.05,69.24,0
2018-04-07 13:00:00,9.56,13.38,34.35,64.16,34.54,58.19,1012.96,16.16,29.11,0
2018-04-07 14:00:00,1.29,12.98,69.71,138.14,25.71,57.19,1014.92,8.09,71.55,0
2018-04-07 15:00:00,10.47,28.77,73.91,102.65,27.92,77.94,1021.61,23.52,46.75,1
2018-04-07 16:00:00,7.77,17.23,37.6,236.46,39.49,68.05,1017.83,4.0,43.6,0
2018-04-07 17:00:00,19.99,29.67,61.84,101.94,29.08,68.35,1002.87,13.51,57.27,0
2018-04-07 18:00:00,5.71,18.35,33.11,211.31,34.12,48.92,1004.94,14.9,28.56,1
2018-04-07 19:00:00,1.42,19.22,58.18,200.25,32.55,70.08,1010.49,1.53,59.64,0
2018-04-07 20:00:00,5.77,19.88,85.16,144.37,34.01,79.66,999.86,10.07,53.47,0
2018-04-07 21:00:00,6.47,51.62,78.43,125.1,33.49,86.14,1009.48,5.76,45.26,0
2018-04-07 22:00:00,13.51,43.21,99.13,162.82,13.01,70.93,1001.92,7.36,66.51,1
2018-04-07 23:00:00,1.42,9.47,42.74,280.01,25.09,57.05,1012.27,6.71,26.29,0
2018-04-08 00:00:00,0.58,26.56,54.26,110.06,26.34,53.84,1013.0,9.84,31.15,0
2018-04-08 01:00:00,5.88,7.93,27.33,186.69,29.61,60.53,1011.26,4.94,60.55,0
2018-04-08 02:00:00,20.68,30.82,60.64,237.56,23.16,73.94,1009.1,1.18,50.34,0
2018-04-08 03:00:00,8.81,11.83,68.88,118.56,27.41,86.64,1007.01,25.06,55.53,0
2018-04-08 04:00:00,9.27,28.49,71.09,138.62,21.09,72.51,1010.95,4.84,55.08,0
2018-04-08 05:00:00,0.84,10.3,27.06,47.59,16.9,72.91,1005.95,7.14,27.52,0
2018-04-08 06:00:00,4.99,9.36,55.92,142.77,42.77,66.26,1006.47,7.84,12.92,0
2018-04-08 07:00:00,13.73,35.79,73.71,160.65,25.64,75.15,1012.48,6.8,75.11,0
2018-04-08 08:00:00,6.54,11.5,26.44,98.52,35.01,54.13,1010.28,16.85,65.86,1
2018-04-08 09:00:00,0.51,21.12,32.84,97.62,32.94,63.39,1009.46,8.41,30.68,0
2018-04-08 10:00:00,4.89,20.19,31.46,153.49,25.71,50.38,1016.62,2.04,39.23,0
2018-04-08 11:00:00,8.28,19.17,78.72,222.64,36.39,79.87,1009.97,8.99,67.64,1
2018-04-08 12:00:00,9.41,33.53,48.69,179.18,23.09,84.83,1008.88,8.99,40.19,0
2018-04-08 13:00:00,12.89,18.76,46.92,119.74,27.59,64.95,1014.68,7.83,37.21,0
2018-04-08 14:00:00,6.77,9.19,53.58,166.74,31.36,60.21,1006.58,4.54,55.11,0
2018-04-08 15:00:00,7.41,12.08,54.82,131.24,28.18,100.0,995.08,2.58,30.18,1
2018-04-08 16:00:00,3.03,47.8,90.54,152.85,27.13,82.78,1016.63,5.68,82.95,1
2018-04-08 17:00:00,7.13,13.67,27.31,107.57,17.26,74.97,1006.08,14.98,27.87,0
2018-04-08 18:00:00,4.76,13.81,58.71,114.31,32.23,69.54,1019.22,12.47,19.07,1
2018-04-08 19:00:00,2.9,37.12,64.4,102.02,33.03,56.34,1007.91,23.32,39.17,0
2018-04-08 20:00:00,22.52,31.58,67.17,232.12,25.36,64.99,1001.19,7.3,51.99,0
2018-04-08 21:00:00,2.54,22.14,56.56,179.61,33.14,66.03,1006.32,3.19,64.2,0
2018-04-08 22:00:00,5.17,42.01,72.85,113.34,29.38,67.78,1012.27,15.23,80.46,0
2018-04-08 23:00:00,4.75,22.16,86.09,129.75,34.08,59.56,1017.73,17.78,79.49,0
2018-04-09 00:00:00,5.74,18.15,76.59,166.25,32.31,68.52,1014.76,4.89,68.58,0
2018-04-09 01:00:00,21.23,43.8,209.3,285.29,26.37,81.1,1010.71,4.07,100.0,0
2018-04-09 02:00:00,8.29,9.61,91.37,143.42,39.53,58.03,1003.45,8.17,60.81,0
2018-04-09 03:00:00,2.87,11.83,20.28,79.53,23.11,50.78,1016.36,15.89,39.84,0
2018-04-09 04:00:00,16.26,46.29,79.27,126.85,11.36,66.32,1009.01,12.43,80.74,1
2018-04-09 05:00:00,9.6,16.21,93.78,186.69,13.59,69.59,1018.46,16.1,58.98,0
2018-04-09 06:00:00,2.93,17.0,47.16,184.7,30.45,62.08,1013.61,11.64,34.46,0
2018-04-09 07:00:00,14.29,34.05,59.78,139.53,15.54,83.73,1012.83,13.67,45.77,0
2018-04-09 08:00:00,0.82,10.76,24.02,90.36,24.51,57.94,1005.2,29.93,10.98,0
2018-04-09 09:00:00,1.22,21.16,33.3,69.69,34.16,42.4,1014.98,19.01,57.11,0
2018-04-09 10:00:00,0.45,15.83,71.16,95.75,14.18,64.17,1007.43,4.16,51.38,1
2018-04-09 11:00:00,0.15,68.94,105.06,134.81,26.68,71.04,1012.69,4.24,53.28,0
2018-04-09 12:00:00,13.46,36.32,40.62,134.33,27.59,39.24,1010.61,13.17,7.12,0
2018-04-09 13:00:00,5.81,21.2,87.9,183.4,19.53,70.22,1007.4,4.38,91.52,0
2018-04-09 14:00:00,0.53,2.26,74.94,92.9,29.39,62.41,1012.92,18.5,76.86,0
2018-04-09 15:00:00,4.62,11.71,40.22,69.0,26.94,60.69,1012.37,13.71,29.89,0
2018-04-09 16:00:00,10.76,15.82,49.25,103.81,31.38,65.36,1005.0,16.76,57.36,0
2018-04-09 17:00:00,2.04,35.64,118.92,176.52,27.72,74.19,1016.41,6.98,67.99,1
2018-04-09 18:00:00,3.42,7.9,35.55,303.11,25.31,59.36,1010.71,5.68,38.53,0
2018-04-09 19:00:00,23.36,33.16,40.14,53.93,29.99,56.13,1015.89,2.99,30.76,0
2018-04-09 20:00:00,3.77,20.5,76.11,139.02,34.98,73.38,1009.74,9.44,44.44,0
2018-04-09 21:00:00,0.62,8.84,79.87,105.59,35.59,64.39,1005.81,8.46,77.44,0
2018-04-09 22:00:00,2.67,12.05,49.39,139.54,31.29,69.29,1010.28,3.87,52.79,0
2018-04-09 23:00:00,0.47,15.86,30.98,81.36,32.52,48.62,1014.68,13.56,31.82,0
2018-04-10 00:00:00,8.9,15.51,92.85,149.72,24.39,66.53,1021.81,9.83,81.74,0
2018-04-10 01:00:00,1.69,15.7,40.31,47.49,26.56,66.09,1016.65,15.69,44.16,0
2018-04-10 02:00:00,1.62,23.68,41.12,158.18,30.58,50.19,1008.84,4.48,31.04,0
2018-04-10 03:00:00,25.03,32.54,69.48,313.92,29.35,60.95,1002.98,12.75,44.01,1
2018-04-10 04:00:00,1.03,5.91,34.09,105.24,31.36,65.67,1011.95,13.26,50.89,0
2018-04-10 05:00:00,0.77,39.31,91.66,170.31,35.93,62.96,1010.07,2.71,72.2,1
2018-04-10 06:00:00,1.31,40.22,161.98,288.16,27.36,95.27,1012.27,36.38,100.0,0
2018-04-10 07:00:00,11.06,23.05,39.66,114.91,19.86,61.39,1018.21,4.01,38.32,0
2018-04-10 08:00:00,7.89,21.58,79.74,153.79,23.1,65.42,1013.35,4.25,80.67,0
2018-04-10 09:00:00,2.63,16.23,43.57,159.93,29.15,67.81,1016.22,25.17,54.67,0
2018-04-10 10:00:00,2.36,11.24,63.36,78.91,25.95,66.23,1009.78,10.7,53.91,0
2018-04-10 11:00:00,7.34,19.1,57.04,146.04,21.25,64.75,1015.31,26.94,85.84,1
2018-04-10 12:00:00,6.03,7.8,31.48,80.91,27.76,57.91,1013.48,24.33,37.08,0
2018-04-10 13:00:00,4.04,7.58,66.89,228.39,23.93,64.69,1020.67,21.69,64.77,0
2018-04-10 14:00:00,8.14,17.56,43.21,131.94,31.22,51.45,1012.63,19.55,55.11,0
2018-04-10 15:00:00,1.19,8.76,26.58,75.96,36.36,65.39,1011.14,4.07,8.88,0
2018-04-10 16:00:00,1.73,5.82,62.47,167.69,34.42,59.37,1014.66,3.22,50.72,0
2018-04-10 17:00:00,8.53,20.25,37.98,164.89,22.9,70.82,1019.3,3.79,39.2,0
2018-04-10 18:00:00,6.51,26.88,81.89,157.72,24.58,59.54,1014.21,3.3,28.6,0
2018-04-10 19:00:00,4.96,11.58,46.64,223.72,19.53,74.24,1013.54,3.91,50.42,0
2018-04-10 20:00:00,24.34,39.74,76.4,231.39,34.16,60.23,1010.1,15.21,34.87,1
2018-04-10 21:00:00,9.81,19.44,35.48,122.53,28.76,67.91,1007.37,19.25,80.8,0
2018-04-10 22:00:00,2.72,25.54,63.46,116.86,36.79,61.48,1016.7,18.7,66.99,0
2018-04-10 23:00:00,1.94,5.19,29.5,45.83,31.35,61.26,1017.9,17.91,22.98,0
2018-04-11 00:00:00,6.81,11.47,97.19,159.6,25.55,65.73,999.07,8.86,100.0,0
2018-04-11 01:00:00,13.43,22.6,34.48,84.49,18.24,52.5,1007.55,13.21,56.39,0
2018-04-11 02:00:00,6.35,12.0,80.2,165.99,29.69,64.99,1013.78,15.08,73.82,0
2018-04-11 03:00:00,3.36,31.15,102.94,173.13,39.58,79.09,1006.9,15.0,83.14,1
2018-04-11 04:00:00,5.81,9.27,55.39,132.27,32.69,70.52,1013.85,5.9,46.16,0
2018-04-11 05:00:00,0.68,9.6,92.4,178.6,27.3,76.13,1004.81,4.3,67.6,0
2018-04-11 06:00:00,13.42,57.79,86.31,230.68,32.64,72.03,1005.81,13.92,76.52,1
2018-04-11 07:00:00,16.54,19.72,50.96,106.37,32.03,83.93,1005.47,6.28,79.93,1
2018-04-11 08:00:00,9.03,21.68,69.89,127.81,34.98,58.59,1009.99,0.26,70.77,0
2018-04-11 09:00:00,19.32,29.1,58.33,173.09,23.3,63.42,1010.95,0.79,78.24,0
2018-04-11 10:00:00,3.17,20.28,25.38,207.79,30.39,34.22,1006.06,16.09,37.13,0
2018-04-11 11:00:00,6.21,22.06,34.12,132.28,19.82,64.45,1006.65,4.81,31.31,0
2018-04-11 12:00:00,9.15,24.26,37.39,303.12,17.7,52.09,1009.54,4.25,67.76,0
2018-04-11 13:00:00,6.89,30.81,88.02,161.4,31.86,69.61,1008.19,3.63,98.57,0
2018-04-11 14:00:00,3.65,27.13,60.62,163.04,34.86,57.83,1007.01,13.31,37.4,0
2018-04-11 15:00:00,4.08,11.57,65.8,121.75,28.02,64.4,1013.68,10.88,55.61,0
2018-04-11 16:00:00,15.34,22.58,82.46,389.45,27.51,70.46,1007.99,2.45,83.16,0
2018-04-11 17:00:00,4.71,24.43,53.2,182.21,29.92,56.7,1011.9,2.91,41.51,0
2018-04-11 18:00:00,12.79,26.88,68.18,161.84,34.35,69.55,1012.65,4.74,55.4,0
2018-04-11 19:00:00,4.46,20.58,32.22,350.75,32.93,55.72,1007.38,3.62,58.38,0
2018-04-11 20:00:00,12.72,25.51,46.49,98.76,29.81,56.06,1013.99,19.43,47.99,0
2018-04-11 21:00:00,5.24,13.65,41.48,53.73,31.78,68.06,1012.32,0.97,39.82,0
2018-04-11 22:00:00,8.49,27.5,61.73,102.08,32.52,67.46,1011.25,14.15,61.41,0
2018-04-11 23:00:00,2.25,8.59,18.5,67.34,22.1,40.21,1008.13,2.23,41.96,0
2018-04-12 00:00:00,6.2,51.21,79.31,177.03,30.95,65.2,1014.74,4.32,23.22,1
2018-04-12 01:00:00,2.29,44.43,62.31,186.58,20.92,55.62,1002.59,3.84,87.46,1
2018-04-12 02:00:00,3.09,54.97,169.25,194.71,33.92,97.82,1006.35,5.37,100.0,0
2018-04-12 03:00:00,3.38,18.17,53.9,159.63,32.66,56.57,1006.84,2.76,65.16,0
2018-04-12 04:00:00,4.01,13.35,67.33,81.87,28.34,60.05,1008.49,10.31,74.82,0
2018-04-12 05:00:00,2.95,35.29,89.34,124.42,26.98,70.71,1002.77,2.26,54.17,1
2018-04-12 06:00:00,5.6,18.62,56.15,193.32,34.33,69.22,1007.42,7.81,22.71,0
2018-04-12 07:00:00,12.76,35.55,80.26,263.25,29.51,61.91,1004.58,0.32,80.01,1
2018-04-12 08:00:00,8.33,31.01,72.87,212.46,29.42,68.85,1002.9,5.46,76.3,0
2018-04-12 09:00:00,0.36,6.86,48.75,110.1,29.84,65.63,1013.87,14.71,35.6,0
2018-04-12 10:00:00,0.65,19.34,97.19,142.32,30.25,55.46,1005.94,7.75,96.2,0
2018-04-12 11:00:00,7.01,28.99,63.81,214.65,34.43,70.26,1009.65,15.33,42.62,0
2018-04-12 12:00:00,2.79,14.62,31.87,71.98,19.15,54.95,1013.6,16.34,30.95,0
2018-04-12 13:00:00,0.5,4.01,59.32,165.73,27.37,53.52,1012.25,6.21,51.96,0
2018-04-12 14:00:00,2.56,35.41,49.77,103.1,16.87,80.9,1010.44,19.34,30.47,0
2018-04-12 15:00:00,7.26,51.61,82.63,183.05,30.2,60.53,1006.58,10.57,59.23,0
2018-04-12 16:00:00,3.33,16.99,40.56,64.96,24.47,68.96,1009.53,15.94,49.13,0
2018-04-12 17:00:00,5.08,15.14,44.01,235.57,28.79,66.77,1012.32,13.43,61.96,0
2018-04-12 18:00:00,3.67,6.57,53.66,81.01,23.75,47.56,1016.29,9.45,52.24,0
2018-04-12 19:00:00,2.15,16.39,60.88,98.85,23.5,57.79,999.16,4.16,49.52,0
2018-04-12 20:00:00,6.08,14.89,43.92,129.71,25.61,51.29,1013.34,21.73,29.0,0
2018-04-12 21:00:00,1.83,4.71,26.14,199.85,28.45,67.8,1006.06,7.55,33.61,0
2018-04-12 22:00:00,9.78,33.93,95.45,128.79,31.78,79.13,1006.99,5.92,60.11,0
2018-04-12 23:00:00,0.69,20.1,69.08,131.13,23.95,82.3,1009.42,8.04,44.22,0
2018-04-13 00:00:00,4.83,12.7,22.47,97.58,28.76,48.6,1011.57,5.83,19.66,0
2018-04-13 01:00:00,3.05,41.79,52.71,193.59,30.23,86.93,1007.91,5.63,53.54,0
2018-04-13 02:00:00,2.73,14.99,38.38,68.06,25.3,70.3,1017.31,32.4,47.55,0
2018-04-13 03:00:00,10.61,24.46,31.11,145.61,30.09,76.15,1014.65,19.04,34.83,0
2018-04-13 04:00:00,12.45,23.39,35.8,196.93,20.87,62.17,1009.37,3.55,57.24,0
2018-04-13 05:00:00,1.3,27.8,66.18,157.37,23.03,63.43,1018.48,9.38,71.82,1
2018-04-13 06:00:00,4.04,22.96,67.22,87.86,33.83,58.02,1006.99,7.99,44.16,0
2018-04-13 07:00:00,0.23,1.98,32.32,152.74,15.71,72.6,1007.89,16.22,61.21,1
2018-04-13 08:00:00,10.09,23.06,53.41,221.94,26.13,62.68,1011.54,5.23,16.91,0
2018-04-13 09:00:00,4.58,27.11,51.06,112.45,28.38,62.37,1008.2,10.74,62.11,0
2018-04-13 10:00:00,0.61,3.5,23.35,48.56,29.34,69.72,1014.05,5.84,36.57,0
2018-04-13 11:00:00,1.95,24.31,77.4,170.27,29.55,76.41,1008.68,4.7,57.13,0
2018-04-13 12:00:00,1.15,20.37,76.16,149.59,26.78,66.09,1011.87,2.33,56.81,0
2018-04-13 13:00:00,1.81,7.31,36.87,68.63,25.91,62.47,1007.1,2.75,45.48,0
2018-04-13 14:00:00,0.28,10.93,23.67,141.59,23.33,61.55,1021.08,6.4,26.69,0
2018-04-13 15:00:00,15.21,19.21,39.13,133.84,36.51,62.2,1009.01,9.34,51.91,0
2018-04-13 16:00:00,1.38,9.34,41.05,113.02,32.23,73.57,1018.6,9.62,10.71,0
2018-04-13 17:00:00,4.82,15.33,44.84,111.19,29.61,67.8,1004.55,4.54,38.74,0
2018-04-13 18:00:00,7.2,27.68,77.39,170.86,27.61,65.36,1019.15,10.9,68.7,0
2018-04-13 19:00:00,12.46,35.9,54.94,89.88,24.71,77.25,1010.31,0.91,49.72,0
2018-04-13 20:00:00,4.99,20.25,66.04,206.48,27.73,60.35,1009.38,11.98,40.4,0
2018-04-13 21:00:00,3.61,13.76,46.15,207.96,22.68,61.89,998.61,5.4,44.95,0
2018-04-13 22:00:00,5.2,27.07,138.57,205.42,35.54,77.23,1001.38,6.21,100.0,0
2018-04-13 23:00:00,1.29,15.19,46.38,104.96,23.16,59.03,1006.41,5.4,51.48,0
2018-04-14 00:00:00,1.45,17.99,38.69,79.86,21.12,58.46,1005.88,3.3,37.12,0
2018-04-14 01:00:00,3.52,27.78,103.36,130.09,44.36,82.76,1012.31,3.2,86.2,0
2018-04-14 02:00:00,0.11,21.06,50.66,104.68,27.22,64.42,1008.82,9.96,41.75,0
2018-04-14 03:00:00,2.21,18.67,62.89,143.12,23.24,83.04,1010.59,2.86,49.61,0
2018-04-14 04:00:00,2.84,21.74,29.35,150.21,32.21,54.89,1012.75,6.1,49.49,0
2018-04-14 05:00:00,21.67,29.5,94.53,124.57,20.66,65.79,993.51,5.48,57.03,0
2018-04-14 06:00:00,13.84,20.8,40.72,109.66,24.18,49.09,1009.85,9.59,43.98,0
2018-04-14 07:00:00,7.18,51.12,65.11,137.16,32.41,53.44,1020.79,11.97,37.18,0
2018-04-14 08:00:00,10.31,16.95,74.39,178.21,39.79,60.48,1015.51,29.82,74.86,0
2018-04-14 09:00:00,1.43,25.86,44.31,94.0,33.63,54.66,1013.57,21.29,48.89,1
2018-04-14 10:00:00,5.34,15.37,31.67,208.02,32.0,54.7,1012.33,8.72,57.27,1
2018-04-14 11:00:00,9.23,29.61,41.94,178.8,35.67,63.81,1018.41,1.23,64.64,0
2018-04-14 12:00:00,1.45,2.98,26.4,111.66,26.43,51.39,1014.8,10.91,36.0,0
2018-04-14 13:00:00,6.49,10.21,28.64,193.7,19.95,76.42,1010.98,3.49,16.48,1
2018-04-14 14:00:00,0.79,26.21,79.0,186.73,24.15,67.94,1011.8,16.77,56.63,0
2018-04-14 15:00:00,7.79,10.37,29.87,182.32,35.56,68.19,1015.79,5.42,27.88,0
2018-04-14 16:00:00,12.28,20.22,42.49,171.61,21.47,53.65,1017.58,1.16,72.81,0
2018-04-14 17:00:00,1.51,34.85,55.8,154.4,27.23,60.89,1003.81,34.0,57.35,1
2018-04-14 18:00:00,1.68,25.13,72.12,173.15,28.25,70.77,1010.91,7.5,70.94,0
2018-04-14 19:00:00,11.98,21.57,77.42,164.65,30.34,72.86,1014.93,23.51,86.45,0
2018-04-14 20:00:00,5.02,11.67,43.78,317.74,31.34,71.47,1008.33,4.51,53.78,0
2018-04-14 21:00:00,10.66,47.48,78.51,220.34,31.6,55.89,1009.07,10.03,68.02,0
2018-04-14 22:00:00,3.66,10.84,45.94,128.27,44.3,89.3,1019.39,11.28,60.64,0
2018-04-14 23:00:00,3.97,19.99,57.12,229.46,32.23,81.04,1011.96,4.38,23.3,0
2018-04-15 00:00:00,4.89,36.28,86.04,135.32,35.97,72.51,1006.03,6.38,50.11,0
2018-04-15 01:00:00,18.29,36.39,84.13,174.22,28.34,73.37,1002.72,5.3,69.5,0
2018-04-15 02:00:00,9.96,41.4,42.48,92.63,39.02,64.58,1010.74,24.91,58.73,0
2018-04-15 03:00:00,2.12,11.4,26.8,105.03,23.74,50.04,1008.91,18.22,35.99,0
2018-04-15 04:00:00,5.72,10.75,16.2,76.82,33.64,44.1,1018.53,6.95,31.36,0
2018-04-15 05:00:00,3.39,24.37,63.31,144.86,27.46,54.73,1006.89,4.15,27.8,0
2018-04-15 06:00:00,2.73,31.81,43.61,93.04,33.47,49.92,1015.74,4.17,61.96,0
2018-04-15 07:00:00,7.6,26.52,70.03,161.69,31.06,84.26,1010.24,11.51,84.58,0
2018-04-15 08:00:00,6.25,12.11,48.96,77.02,35.1,58.75,1008.8,12.64,26.93,0
2018-04-15 09:00:00,1.54,58.33,89.32,153.93,30.82,81.94,1008.23,4.2,41.11,0
2018-04-15 10:00:00,4.9,8.91,35.81,89.18,27.77,58.84,1017.82,8.47,52.08,0
2018-04-15 11:00:00,2.64,17.43,72.37,79.31,33.58,66.62,1014.22,6.68,74.6,0
2018-04-15 12:00:00,7.16,38.46,84.11,231.1,23.52,67.6,1010.98,7.61,15.82,1
2018-04-15 13:00:00,2.5,16.23,30.62,238.06,18.3,54.56,1008.7,6.73,44.69,0
2018-04-15 14:00:00,3.99,25.2,62.94,166.43,15.97,83.65,1014.31,2.17,50.54,0
2018-04-15 15:00:00,2.82,5.18,39.45,115.43,38.05,63.25,1012.04,2.65,33.01,0
2018-04-15 16:00:00,17.57,38.18,104.32,157.69,29.47,87.62,1007.08,0.56,55.0,0
2018-04-15 17:00:00,4.84,10.39,82.57,172.04,30.69,72.02,1005.35,6.7,69.72,1
2018-04-15 18:00:00,18.06,33.03,65.81,185.74,26.11,80.87,1007.69,6.88,46.87,0
2018-04-15 19:00:00,5.07,8.97,115.49,258.83,29.81,76.59,1003.42,4.16,79.1,0
2018-04-15 20:00:00,8.87,30.92,49.41,170.82,24.17,61.08,1007.0,8.49,77.93,0
2018-04-15 21:00:00,2.3,21.0,30.35,78.55,27.93,45.63,1025.29,4.45,64.2,0
2018-04-15 22:00:00,2.37,17.2,94.28,151.64,18.14,79.27,1000.39,5.38,87.97,1
2018-04-15 23:00:00,4.58,30.51,47.11,82.39,17.7,78.71,1015.65,2.93,33.69,0
2018-04-16 00:00:00,17.93,38.03,47.81,91.83,20.85,73.45,1013.67,3.69,37.74,0
2018-04-16 01:00:00,1.61,5.38,22.95,141.88,23.37,54.77,1004.17,12.07,31.0,0
2018-04-16 02:00:00,0.22,25.65,47.81,122.86,35.57,71.48,1015.35,14.16,62.8,0
2018-04-16 03:00:00,11.75,32.07,37.93,159.98,41.98,51.13,1022.0,8.34,21.87,0
2018-04-16 04:00:00,9.36,15.99,41.82,176.72,34.34,52.32,1011.42,10.38,32.33,1
2018-04-16 05:00:00,3.01,16.26,36.84,120.83,10.54,54.63,1016.3,10.66,43.02,0
2018-04-16 06:00:00,23.68,32.64,66.36,192.4,37.77,60.08,1009.89,4.92,52.02,1
2018-04-16 07:00:00,24.48,72.29,75.48,141.12,25.92,74.41,1012.39,11.08,48.89,0
2018-04-16 08:00:00,0.33,5.28,32.63,118.14,19.43,69.08,1002.44,14.49,41.21,0
2018-04-16 09:00:00,2.23,11.57,130.37,157.67,38.51,74.3,1008.43,5.13,73.03,0
2018-04-16 10:00:00,4.54,17.09,76.58,139.56,25.81,84.65,1010.36,11.56,59.41,0
2018-04-16 11:00:00,6.99,21.45,32.0,76.87,22.74,55.61,1009.66,3.59,14.9,0
2018-04-16 12:00:00,6.05,15.65,34.23,56.73,25.07,72.81,1019.1,6.29,49.91,0
2018-04-16 13:00:00,4.83,18.99,41.84,137.63,26.24,58.84,1011.27,4.53,16.35,0
2018-04-16 14:00:00,1.3,20.27,95.65,165.53,31.38,72.33,1008.86,7.35,47.03,0
2018-04-16 15:00:00,7.81,15.04,41.16,99.9,29.18,63.08,1009.69,11.13,30.58,0
2018-04-16 16:00:00,8.21,17.82,41.04,101.78,24.47,70.75,1009.38,7.21,18.99,0
2018-04-16 17:00:00,11.06,52.06,64.02,93.64,17.32,64.5,1010.02,12.57,50.6,1
2018-04-16 18:00:00,1.06,26.89,50.22,161.65,23.71,47.24,1009.8,4.95,39.62,0
2018-04-16 19:00:00,3.83,29.23,54.73,165.94,29.38,72.53,1013.27,12.13,55.94,0
2018-04-16 20:00:00,2.84,6.43,42.2,90.05,24.0,62.52,1014.28,5.96,36.98,0
2018-04-16 21:00:00,1.03,46.5,63.37,97.21,28.81,83.81,1018.06,7.53,60.36,0
2018-04-16 22:00:00,3.77,15.95,28.08,124.59,28.04,47.1,1009.79,1.99,31.92,0
2018-04-16 23:00:00,1.39,28.81,40.63,222.17,34.32,60.24,1006.57,6.51,78.08,1
2018-04-17 00:00:00,0.79,15.87,76.49,155.02,29.58,52.65,1011.12,2.5,42.32,0
2018-04-17 01:00:00,9.46,11.76,78.69,198.99,32.83,70.17,1011.17,8.21,39.24,1
2018-04-17 02:00:00,2.99,13.0,74.27,130.79,26.79,69.39,1015.09,6.6,60.69,0
2018-04-17 03:00:00,2.1,28.2,51.74,139.41,37.04,78.33,1004.26,20.75,30.55,0
2018-04-17 04:00:00,13.42,40.04,99.18,113.05,25.51,77.69,1009.15,15.62,71.12,0
2018-04-17 05:00:00,8.43,23.99,77.74,130.95,23.38,63.9,1016.05,40.77,80.25,0
2018-04-17 06:00:00,7.03,11.8,54.39,87.53,35.38,65.67,1015.53,36.15,54.82,0
2018-04-17 07:00:00,7.0,34.95,59.95,291.7,24.55,75.6,1016.79,10.82,63.91,1
2018-04-17 08:00:00,3.6,10.83,53.43,128.7,22.02,47.02,1009.35,2.39,39.93,0
2018-04-17 09:00:00,3.46,18.44,29.23,331.13,21.85,65.67,1000.95,9.93,25.41,1
2018-04-17 10:00:00,0.48,20.3,75.78,150.51,25.27,61.48,1011.59,7.24,74.31,0
2018-04-17 11:00:00,23.46,44.68,49.13,144.76,26.54,60.19,1013.61,23.12,23.12,1
2018-04-17 12:00:00,3.75,23.07,48.22,117.64,30.29,63.85,1008.0,6.91,49.74,0
2018-04-17 13:00:00,6.68,12.95,41.64,100.16,32.25,47.32,1013.31,11.23,37.16,0
2018-04-17 14:00:00,3.98,13.25,37.44,131.05,28.17,46.66,1012.27,7.77,29.18,0
2018-04-17 15:00:00,2.15,8.26,64.48,181.42,33.22,73.12,1003.36,2.68,51.5,0
2018-04-17 16:00:00,10.11,32.52,43.58,83.8,32.49,58.59,1016.63,5.15,38.44,1
2018-04-17 17:00:00,5.56,25.82,40.7,98.31,22.92,61.94,1004.01,8.7,49.13,0
2018-04-17 18:00:00,3.79,10.84,44.71,71.07,22.64,65.3,1014.97,6.17,46.9,0
2018-04-17 19:00:00,6.61,31.42,39.83,58.75,25.56,49.74,1007.13,2.77,27.17,0
2018-04-17 20:00:00,4.37,29.08,51.92,168.78,16.19,56.9,1012.07,14.45,66.72,0
2018-04-17 21:00:00,19.05,49.69,129.48,238.72,28.45,69.34,1008.95,5.88,100.0,0
2018-04-17 22:00:00,9.81,29.57,84.67,150.55,26.76,46.97,1010.5,22.2,70.42,0
2018-04-17 23:00:00,7.65,28.33,117.15,226.5,36.97,74.11,1014.33,10.03,99.07,0
2018-04-18 00:00:00,0.59,10.43,41.91,162.04,34.05,60.9,1015.76,5.48,42.49,0
2018-04-18 01:00:00,7.89,19.72,77.48,223.73,26.36,73.69,1006.4,5.36,48.17,0
2018-04-18 02:00:00,7.71,36.35,96.31,110.69,33.38,75.85,1009.89,4.76,82.6,0
2018-04-18 03:00:00,1.43,9.63,18.3,95.1,27.12,40.94,1015.36,27.7,29.35,0
2018-04-18 04:00:00,0.57,7.1,26.63,60.04,30.6,42.66,1014.78,3.26,36.75,1
2018-04-18 05:00:00,9.47,30.3,54.46,98.7,17.39,58.59,1013.79,0.54,48.4,0
